,OverallQual,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,1stFlrSF,YearRemodAdd,GarageYrBlt,KitchenQual,SalePrice
942,4,1440,1977,0,1440,1440,1977,1980,TA,150000
943,5,1632,1967,576,1632,1632,1967,1967,TA,143000
944,6,1344,1958,525,819,1344,1958,1958,Gd,137500
945,5,1869,1890,456,1088,1188,1996,1963,TA,124900
946,5,1144,1959,796,1144,1144,1959,1959,TA,143000
947,8,1629,2002,808,1616,1629,2003,2002,Gd,270000
948,7,1776,2002,474,936,936,2002,2002,Gd,192500
949,6,1381,1972,676,1161,1381,2006,1972,Gd,197500
950,5,864,1950,720,864,864,2002,1980,Gd,129000
951,5,965,1965,300,828,965,1965,1979,TA,119900
952,5,768,1972,396,768,768,2003,1974,TA,133900
953,5,1968,1969,530,784,1168,1969,1969,TA,172000
954,6,980,1975,0,945,980,1975,1980,TA,127500
955,6,1958,1946,492,979,979,1950,1946,TA,145000
956,6,1229,1980,462,561,561,1980,1980,TA,124000
957,5,1057,1962,576,1057,1057,1962,1977,TA,132000
958,7,1337,2003,531,1337,1337,2003,2003,Gd,185000
959,7,1416,1999,484,696,696,1999,1999,Gd,155000
960,5,858,1958,0,858,858,2008,1980,TA,116500
961,6,2872,1977,619,1330,1542,1995,1977,TA,272000
962,6,1548,1976,440,804,804,1976,1976,Gd,155000
963,9,1800,2007,702,1800,1800,2007,2007,Ex,239000
964,7,1894,2002,510,817,824,2003,2002,Gd,214900
965,6,1484,2005,393,783,783,2007,2005,Gd,178900
966,5,1308,1940,256,728,976,1950,1940,TA,160000
967,5,1098,1955,260,1098,1098,1955,1955,TA,135000
968,3,968,1910,0,600,600,1950,1980,TA,37900
969,6,1095,1958,264,588,1095,1958,1958,TA,140000
970,4,1192,1949,0,720,720,1950,1980,TA,135000
971,7,1626,2003,474,764,764,2004,2003,Gd,173000
972,6,918,1979,264,918,918,1979,1979,TA,99500
973,7,1428,2007,480,1428,1428,2008,2007,Gd,182000
974,7,2019,1910,532,728,1136,1993,1997,Gd,167500
975,7,1382,2000,490,673,673,2000,2000,Gd,165000
976,4,869,1923,0,440,869,1958,1980,Fa,85500
977,7,1241,2006,569,1241,1241,2007,2007,Gd,199900
978,4,894,1954,400,894,894,1954,1999,TA,110000
979,5,1121,1963,480,1121,1121,1963,1963,TA,139000
980,7,999,1961,588,944,999,2007,1961,Ex,178400
981,8,2612,1998,676,1225,1276,1999,1998,Gd,336000
982,7,1266,2007,388,1266,1266,2007,2007,Gd,159895
983,8,2290,2002,779,1128,1149,2002,2002,Gd,255900
984,5,1734,1977,539,0,1302,1977,1977,Gd,126000
985,5,1164,1950,240,1164,1164,1950,1950,TA,125000
986,6,1635,1910,255,485,1001,2003,1950,Gd,117000
987,9,1940,2009,606,1930,1940,2010,2010,Ex,395192
988,6,2030,1976,551,848,1118,1976,1976,Gd,195000
989,7,1576,2006,614,770,778,2006,2006,Gd,197000
990,8,2392,1997,870,1396,1407,1998,1997,Gd,348000
991,8,1742,1882,424,916,916,1986,1925,Gd,168000
992,6,1851,1964,440,822,1020,1993,1964,Gd,187000
993,6,1500,2005,564,750,750,2006,2005,Gd,173900
994,10,1718,2006,786,1700,1718,2007,2008,Ex,337500
995,4,1230,1946,305,747,774,1950,1946,TA,121600
996,5,1050,1961,368,1050,1050,1961,1961,TA,136500
997,6,1442,1970,615,1442,1442,1970,1970,TA,185000
998,3,1077,1922,210,1007,1077,1950,1922,TA,91000
999,7,1208,2006,632,1187,1208,2006,2006,Gd,206000
1000,3,944,1952,528,0,944,1952,1956,Fa,82000
1001,5,691,1920,216,691,691,1950,1920,Ex,86000
1002,8,1574,2006,824,1574,1574,2006,2006,Gd,232000
1003,5,1680,1976,528,1680,1680,1976,1976,TA,136905
1004,7,1504,2005,457,1346,1504,2006,2005,Gd,181000
1005,5,985,1977,328,985,985,1977,1977,TA,149900
1006,6,1657,1970,484,1657,1657,1970,1970,TA,163500
1007,4,1092,1970,286,546,546,1970,1970,TA,88000
1008,7,1710,2004,550,1710,1710,2005,2004,Gd,240000
1009,5,1522,1926,0,1008,1008,1950,1980,TA,102000
1010,5,1271,1948,312,720,720,1950,1948,TA,135000
1011,5,1664,1965,0,0,1664,1965,1980,TA,100000
1012,6,1502,1923,180,602,900,1996,1923,Gd,165000
1013,5,1022,1910,280,1022,1022,2006,1956,TA,85000
1014,6,1082,1948,240,1082,1082,1950,1948,TA,119200
1015,8,1665,2001,528,810,810,2001,2001,Gd,227000
1016,7,1504,1996,478,1504,1504,1996,1996,Gd,203000
1017,8,1360,1984,565,1220,1360,1984,1984,Gd,187500
1018,7,1472,1991,402,384,802,1992,1991,Gd,160000
1019,7,1506,2005,440,1362,1506,2005,2005,Gd,213490
1020,4,1132,2005,451,1132,1132,2005,2005,Gd,176000
1021,7,1220,2006,632,1199,1220,2006,2006,Gd,194000
1022,5,1248,1930,160,912,912,1950,1957,TA,87000
1023,7,1504,2005,437,1346,1504,2006,2005,Gd,191000
1024,8,2898,1976,665,1565,2898,1976,1976,Gd,287000
1025,5,882,1972,461,882,882,1972,1980,TA,112500
1026,5,1264,1960,461,1268,1264,1960,1960,TA,167500
1027,8,1646,2007,800,1638,1646,2008,2008,Gd,293077
1028,5,1376,1941,240,768,968,1950,1941,TA,105000
1029,6,1218,1972,264,672,672,1972,1972,TA,118000
1030,5,1928,1916,0,686,948,1995,1980,TA,160000
1031,7,3082,1920,672,824,1687,1970,1970,TA,197000
1032,8,2520,1993,796,1338,1352,1993,1993,Gd,310000
1033,7,1654,2002,900,1654,1654,2002,2002,Gd,230000
1034,5,954,1938,240,920,954,1950,1938,Fa,119750
1035,4,845,1957,290,0,845,1957,1957,TA,84000
1036,9,1620,2007,912,1620,1620,2008,2008,Ex,315500
1037,8,2263,2001,905,1055,1055,2002,2001,Gd,287000
1038,4,1344,1970,0,546,798,2008,1980,TA,97000
1039,4,630,1970,286,630,630,1970,1970,TA,80000
1040,5,1803,1957,484,1134,1803,2000,1957,TA,155000
1041,6,1632,1966,484,800,800,2000,1966,Gd,173000
1042,6,1306,2005,624,1306,1306,2005,2005,Gd,196000
1043,7,2329,1990,514,1475,1532,1990,1990,Gd,262280
1044,8,2524,1981,542,2524,2524,1981,1981,Gd,278000
1045,3,1733,1955,452,0,1733,1955,1955,TA,139600
1046,9,2868,2005,716,1992,1992,2006,2005,Ex,556581
1047,5,990,1994,672,990,990,1995,1996,TA,145000
1048,5,1771,1960,336,0,1771,2006,1960,TA,115000
1049,4,930,1946,308,0,930,2006,1946,Gd,84900
1050,7,1302,2007,436,1302,1302,2007,2007,Gd,176485
1051,7,1316,2007,440,1316,1316,2007,2007,Gd,200141
1052,6,1977,1964,540,816,1127,1978,1964,TA,165000
1053,5,1526,1957,364,1216,1526,2002,1957,TA,144500
1054,8,1989,2002,586,1065,1091,2002,2002,Gd,255000
1055,6,1523,1976,478,1193,1523,1976,1976,TA,180000
1056,7,1364,2005,484,1364,1364,2005,2005,Gd,185850
1057,7,1850,1994,467,973,979,1994,1994,Gd,248000
1058,9,2184,2008,836,1104,1130,2008,2008,Ex,335000
1059,6,1991,1932,432,854,1096,1950,1977,TA,220000
1060,8,1338,2001,582,1338,1338,2001,2001,Gd,213500
1061,3,894,1935,1248,894,894,1950,1994,TA,81000
1062,5,2337,1900,560,662,1422,1950,1945,TA,90000
1063,6,1103,1925,440,1103,1103,1980,1976,Gd,110500
1064,5,1154,1966,480,1154,1154,1966,1966,TA,154000
1065,7,2260,1996,533,1306,1306,1997,1996,Gd,328000
1066,6,1571,1993,380,799,799,1994,1993,TA,178000
1067,6,1611,1964,442,780,798,1964,1964,TA,167900
1068,6,2521,1973,576,942,1291,1973,1973,TA,151400
1069,5,893,1949,576,845,893,2003,1985,Gd,135000
1070,5,1048,1956,286,1048,1048,1956,1956,TA,135000
1071,6,1556,1968,441,727,829,1968,1968,TA,154000
1072,5,1456,1948,280,810,1002,1950,1954,TA,91500
1073,6,1426,1977,440,690,698,1977,1977,TA,159500
1074,7,1240,2006,826,1240,1240,2006,2006,Gd,194000
1075,7,1740,1940,240,800,960,1984,1940,TA,219500
1076,5,1466,1936,566,796,1096,1989,1950,Gd,170000
1077,5,1096,1969,299,1096,1096,1969,1969,TA,138800
1078,6,848,2004,420,848,848,2004,2004,Gd,155900
1079,5,990,1994,299,990,990,1994,1996,TA,126000
1080,6,1258,1971,528,1258,1258,2004,1971,Gd,145000
1081,5,1040,1963,308,1040,1040,1963,1963,TA,133000
1082,7,1459,2002,527,1459,1459,2002,2002,Gd,192000
1083,6,1251,1964,461,1251,1251,1964,1964,TA,160000
1084,6,1498,1995,409,691,691,1996,1995,TA,187500
1085,6,996,1992,564,936,996,1992,1992,Gd,147000
1086,4,1092,1973,286,546,546,1973,1973,TA,83500
1087,8,1953,2005,1043,1082,1082,2006,2005,Gd,252000
1088,7,1709,2004,380,970,970,2004,2004,Gd,137500
1089,8,1247,2005,550,1247,1247,2005,2005,Gd,197000
1090,3,1040,1950,400,0,1040,1950,1987,TA,92900
1091,7,1252,1999,462,600,624,2000,1999,Gd,160000
1092,6,1694,1925,576,1181,1390,1950,1925,TA,136500
1093,5,1200,1965,884,864,1200,1998,1977,Gd,146000
1094,5,936,1956,308,936,936,2000,1956,TA,129000
1095,6,1314,2006,440,1314,1314,2006,2006,Gd,176432
1096,6,1355,1914,0,684,773,2006,1980,Gd,127000
1097,8,1088,1986,461,1074,1088,1986,1987,Gd,170000
1098,4,1324,1936,240,672,757,1950,1936,TA,128000
1099,7,1601,1978,478,1271,1601,1978,1978,TA,157000
1100,2,438,1920,246,290,438,1950,1930,Fa,60000
1101,5,950,1971,280,950,950,1971,1981,TA,119500
1102,5,1134,1960,254,1010,1134,2002,1960,TA,135000
1103,6,1194,1959,539,655,1194,1959,1954,TA,159500
1104,5,1302,1970,440,630,630,1970,1970,TA,106000
1105,8,2622,1994,712,1463,1500,1995,1994,Gd,325000
1106,7,1442,1990,719,910,1442,1991,1990,Gd,179900
1107,7,2021,2006,422,868,887,2006,2006,Gd,274725
1108,6,1690,2000,463,924,948,2000,2000,TA,181000
1109,8,1836,2004,862,1836,1836,2005,2004,Gd,280000
1110,6,1658,1995,431,773,773,1996,1995,TA,188000
1111,7,1964,1976,483,803,1098,1976,1976,TA,205000
1112,5,816,1957,308,816,816,1957,1957,TA,129900
1113,5,1008,1953,240,1008,1008,2006,1953,Gd,134500
1114,5,833,1954,326,833,833,2000,1955,Gd,117000
1115,8,1734,2007,928,1734,1734,2007,2007,Ex,318000
1116,8,1419,2002,527,408,779,2002,2002,Gd,184100
1117,5,894,1967,450,894,894,2003,1967,Gd,130000
1118,5,1601,1958,300,533,1021,1987,1958,TA,140000
1119,5,1040,1959,286,1040,1040,1959,1959,TA,133700
1120,6,1012,1920,308,1012,1012,1950,1920,TA,118400
1121,7,1552,2005,782,1552,1552,2006,2005,Gd,212900
1122,4,960,1956,288,672,960,1956,1956,TA,112000
1123,5,698,1947,0,698,698,2008,1980,TA,118000
1124,7,1482,1992,392,384,812,1992,1992,Gd,163900
1125,4,1005,1955,672,1005,1005,1955,1977,Fa,115000
1126,7,1555,2007,660,1373,1555,2007,2007,Gd,174000
1127,7,1530,2004,630,1530,1530,2004,2004,Gd,259000
1128,7,1959,2004,434,847,847,2005,2004,Gd,215000
1129,5,936,1980,672,936,936,1980,1980,TA,140000
1130,4,1981,1928,576,1122,1328,1950,1981,Gd,135000
1131,5,974,1991,0,974,974,1992,1980,TA,93500
1132,6,2210,1880,205,1008,1178,1950,1930,Fa,117500
1133,8,2020,1995,466,1128,1142,1995,1995,Gd,239500
1134,6,1600,1997,460,916,916,1997,1997,TA,169000
1135,6,986,1926,180,960,986,1950,1926,TA,102000
1136,6,1252,1950,288,1032,1032,1950,1950,TA,119000
1137,5,1020,1875,0,780,780,1996,1980,TA,94000
1138,6,1567,1977,714,1567,1567,1977,1977,Gd,196000
1139,5,1167,1920,495,915,1167,1950,1972,TA,144000
1140,5,952,1951,840,952,952,1951,1988,TA,139000
1141,5,1868,1976,484,780,1088,1976,1976,Gd,197500
1142,8,2828,2006,1052,1466,1466,2007,2006,Gd,424870
1143,5,1006,1959,0,1006,1006,1959,1980,TA,80000
1144,4,924,1941,280,672,672,1950,1941,Fa,80000
1145,5,1576,1928,225,1042,1042,1950,1928,TA,149000
1146,6,1298,1985,403,1298,1298,1985,1985,Gd,180000
1147,7,1564,1941,234,704,860,1950,1941,Fa,174500
1148,7,1111,1926,288,572,572,1950,1982,TA,116900
1149,7,1482,1920,324,650,832,1988,1930,TA,143000
1150,6,932,1950,306,932,932,1950,1950,Gd,124000
1151,5,1466,1959,528,1466,1466,1959,1959,Fa,149900
1152,6,1811,1956,470,1073,1811,2004,1956,Ex,230000
1153,6,816,1930,432,816,816,2007,2002,TA,120500
1154,7,1820,1965,492,864,902,1988,1965,Gd,201800
1155,5,1437,1976,528,1437,1437,2004,1976,Gd,218000
1156,5,1265,1965,502,1219,1265,1999,1965,Gd,179900
1157,7,1314,2007,626,1314,1314,2008,2008,Gd,230000
1158,8,1580,2007,830,1580,1580,2008,2008,Gd,235128
1159,6,1876,1974,540,901,943,1974,1974,Gd,185000
1160,6,1456,1978,440,855,855,1978,1978,TA,146000
1161,6,1640,1954,924,1296,1640,2006,1993,Gd,224000
1162,5,894,1968,450,894,894,1968,1968,TA,129000
1163,4,1258,1969,400,1198,1258,1969,1969,TA,108959
1164,5,1432,1978,588,1360,1432,1978,1978,Gd,194000
1165,7,1502,2009,644,1502,1502,2009,2009,Gd,233170
1166,8,1694,2008,776,1694,1694,2008,2008,Gd,245350
1167,6,1671,2000,472,959,959,2000,2000,TA,173000
1168,6,2108,1935,540,1127,1236,1986,1935,Gd,235000
1169,10,3627,1995,807,1930,1831,1996,1995,Gd,625000
1170,6,1118,1977,358,1096,1118,1977,1977,TA,171000
1171,6,1261,1958,433,1261,1261,1958,1958,TA,163000
1172,7,1250,2006,625,625,625,2007,2006,Gd,171900
1173,5,3086,1946,0,1598,1636,1994,1980,Ex,200500
1174,6,2345,1932,360,952,1170,1950,1932,TA,239000
1175,8,2872,1992,541,1683,2129,2000,1992,Gd,285000
1176,5,923,1984,264,876,923,1985,1984,TA,119500
1177,6,1224,1926,210,818,818,2004,1926,TA,115000
1178,5,1343,1921,186,731,820,1950,1921,TA,154900
1179,5,1124,1954,0,0,1124,1954,1980,TA,93000
1180,7,2514,1990,693,1216,1298,1991,1990,TA,250000
1181,8,1652,2008,482,1600,1652,2008,2008,Gd,392500
1182,10,4476,1996,813,2396,2411,1996,1996,Ex,745000
1183,5,1130,1920,720,1120,1130,1950,1970,TA,120000
1184,5,1572,1963,995,1572,1572,1963,1963,TA,186700
1185,5,1221,1924,392,784,949,1950,1965,TA,104900
1186,3,1699,1900,420,978,1014,1970,1920,TA,95000
1187,8,1624,1994,757,1624,1624,1995,1994,Gd,262000
1188,7,1660,2002,493,831,831,2002,2002,Gd,195000
1189,7,1804,1999,442,994,1028,1999,1999,Gd,189000
1190,4,1622,1961,1356,1249,1622,1975,1975,TA,168000
1191,8,1441,1999,492,776,764,2000,1999,Gd,174000
1192,5,1472,1925,250,702,842,1994,1925,Gd,125000
1193,6,1224,1999,402,1224,1224,1999,1999,TA,165000
1194,6,1352,1969,299,663,663,1969,1969,TA,158000
1195,6,1456,2005,400,728,728,2005,2005,Gd,176000
1196,7,1863,2006,660,879,879,2006,2006,Gd,219210
1197,7,1690,1916,225,815,815,1950,1916,TA,144000
1198,7,1212,2001,573,1212,1212,2001,2001,Gd,178000
1199,4,1382,1963,459,1051,1382,1979,1974,TA,148000
1200,4,864,1970,280,864,864,1970,1972,TA,116050
1201,7,1779,1998,546,866,866,1998,1998,Gd,197900
1202,5,1348,1925,216,884,884,1997,1960,TA,117000
1203,7,1630,2000,451,1630,1630,2001,2000,Gd,213000
1204,5,1074,1975,495,1056,1074,1975,1975,TA,153500
1205,7,2196,1990,701,2158,2196,1991,1990,Gd,271900
1206,4,1056,1966,384,1056,1056,1966,1966,TA,107000
1207,6,1700,2003,544,1682,1700,2003,2003,Gd,200000
1208,5,1283,1962,506,931,1283,1980,1980,TA,140000
1209,8,1660,2006,500,1660,1660,2006,2006,Gd,290000
1210,6,1845,1992,462,1055,1055,1992,1992,Gd,189000
1211,8,1752,1988,492,559,1080,2005,1988,TA,164000
1212,4,672,1941,234,672,672,1950,1941,TA,113000
1213,4,960,1965,364,648,960,2001,1965,TA,145000
1214,5,999,1962,300,925,999,1962,1962,TA,134500
1215,5,894,1966,384,894,894,1966,1966,TA,125000
1216,6,1902,1978,539,0,1318,1978,1978,TA,112000
1217,8,1314,2009,552,1300,1314,2009,2009,Gd,229456
1218,4,912,1947,0,0,672,1950,1980,TA,80500
1219,6,1218,1971,0,672,672,1971,1980,TA,91500
1220,5,912,1964,288,912,912,1964,1964,TA,115000
1221,5,1211,1968,322,952,1211,1968,1968,TA,134000
1222,6,1846,1949,315,1040,1168,1950,1949,TA,143000
1223,5,2136,1951,528,2136,2136,1951,1951,TA,137900
1224,7,1490,2004,388,788,788,2005,2004,Gd,184000
1225,6,1138,1958,264,588,1138,1958,1958,TA,145000
1226,6,1933,2007,668,894,894,2007,2007,Gd,214000
1227,5,912,1965,576,912,912,2008,1992,Gd,147000
1228,9,1702,2008,1052,1702,1702,2008,2008,Ex,367294
1229,5,1507,1960,404,1075,1507,1960,1960,TA,127000
1230,5,2620,1977,600,1361,1361,1977,1977,TA,190000
1231,5,1190,1962,540,1106,1190,1962,1962,TA,132500
1232,4,1224,1962,462,0,1224,1962,1962,TA,101800
1233,5,1188,1959,531,1188,1188,1959,1959,TA,142000
1234,5,1964,1911,0,940,1024,1950,1980,TA,130000
1235,5,1784,1914,180,747,892,1950,1914,TA,138887
1236,7,1626,2003,474,764,764,2003,2003,Gd,175500
1237,7,1948,2004,434,847,847,2005,2004,Gd,195000
1238,6,1141,2005,484,1141,1141,2005,2005,TA,142500
1239,8,1484,2006,472,1476,1484,2006,2006,Ex,265900
1240,7,1768,2003,543,884,884,2003,2003,Gd,224900
1241,7,1689,2007,954,1689,1689,2007,2007,Gd,248328
1242,7,1173,1974,528,1053,1173,1974,1974,Gd,170000
1243,10,2076,2006,850,2076,2076,2006,2006,Ex,465000
1244,8,1517,1929,400,792,792,1950,1931,Gd,230000
1245,6,1868,1984,477,585,1140,2003,1984,TA,178000
1246,7,1553,2005,615,756,756,2006,2005,Gd,186500
1247,6,1034,1976,888,1012,1034,1976,1976,TA,169900
1248,6,2058,1917,396,735,1134,1950,1950,TA,129500
1249,5,988,1950,276,876,988,1950,1950,TA,119000
1250,7,2110,1968,522,2110,2110,1968,1968,Ex,244000
1251,7,1405,2003,478,1405,1405,2003,2003,Gd,171750
1252,5,874,1968,288,864,874,1968,1968,TA,130000
1253,7,2167,1974,518,1192,1516,2003,1974,Gd,294000
1254,7,1656,2003,397,746,760,2004,2003,Gd,165400
1255,6,1367,1931,560,884,959,1950,1978,TA,127500
1256,8,1987,1994,691,1986,1987,1994,1994,Gd,301500
1257,5,864,1922,0,864,864,1950,1980,TA,99900
1258,7,1166,2005,400,856,1166,2005,2005,Gd,190000
1259,6,1054,1969,460,1054,1054,1969,1969,TA,151000
1260,6,1675,1999,502,841,892,1999,1999,TA,181000
1261,5,1050,1956,338,1050,1050,1956,1956,TA,128900
1262,4,1788,1957,304,1104,1104,1989,1957,TA,161500
1263,6,1824,1919,520,764,1060,1950,1940,TA,180500
1264,6,1337,1998,511,1405,1337,1999,1998,Gd,181000
1265,7,1452,1999,506,691,713,1999,1999,Gd,183900
1266,7,1889,1910,308,925,964,1950,1960,TA,122000
1267,9,2018,2008,746,2002,2018,2009,2009,Ex,378500
1268,8,3447,1935,1014,728,1968,1997,1982,Gd,381000
1269,5,1524,1958,315,874,874,1958,1958,TA,144000
1270,7,1524,1979,586,1332,1332,1979,1979,Gd,260000
1271,6,1489,1968,462,1489,1489,1968,1968,Gd,185750
1272,5,935,1965,288,935,935,1965,1965,TA,137000
1273,6,1357,1959,312,1019,1357,2006,1959,Ex,177000
1274,5,1250,1910,552,661,661,2003,1985,TA,139000
1275,5,1920,1948,400,928,928,1950,1948,TA,137000
1276,6,1395,1972,497,723,735,1972,1972,TA,162000
1277,6,1724,1967,480,1680,1724,1976,1967,TA,197900
1278,8,2031,2002,577,1128,1128,2002,2002,Gd,237000
1279,4,1128,1920,528,698,698,1950,1980,TA,68400
1280,7,1573,2002,544,1573,1573,2002,2002,Gd,227000
1281,7,1339,1990,484,1309,1339,1990,1990,TA,180000
1282,5,1040,1977,484,1040,1040,2008,1977,Gd,150500
1283,6,1824,1971,0,912,912,1971,1980,TA,139000
1284,6,2447,1919,336,804,1699,1990,1969,Gd,169000
1285,6,1412,1939,280,780,825,1950,1939,TA,132500
1286,6,1328,1963,528,1328,1328,1963,1963,TA,143000
1287,5,1582,1964,390,1624,1582,1964,1964,TA,190000
1288,8,1659,2000,499,1501,1659,2000,2000,Ex,278000
1289,8,1970,2006,753,1085,1120,2006,2006,Ex,281000
1290,5,1152,1964,484,1152,1152,1964,1964,TA,180500
1291,5,1302,1972,264,630,630,1972,1972,TA,119500
1292,5,2372,1892,432,994,1378,1965,1985,TA,107500
1293,7,1664,1976,528,832,832,1976,1976,TA,162900
1294,5,864,1955,572,864,864,1990,1957,TA,115000
1295,5,1052,1968,288,1052,1052,1968,1968,TA,138500
1296,5,1128,1963,525,1120,1128,1963,1963,TA,155000
1297,6,1072,2005,525,547,1072,2006,2005,TA,140000
1298,10,5642,2008,1418,6110,4692,2008,2008,Ex,160000
1299,5,1246,1959,305,1246,1246,1994,1959,Gd,154000
1300,7,1983,1999,490,978,1005,1999,1999,Gd,225000
1301,6,1494,1942,213,771,753,1950,1942,Gd,177500
1302,8,2526,1994,844,1165,1203,1994,1994,Gd,290000
1303,7,1616,2005,834,1616,1616,2005,2005,Gd,232000
1304,7,1708,2004,380,976,976,2004,2004,Gd,130000
1305,9,1652,2006,840,1652,1652,2007,2006,Ex,325000
1306,7,1368,2005,474,1368,1368,2006,2005,Gd,202500
1307,5,990,1994,480,990,990,1995,2000,TA,138000
1308,5,1122,1948,528,924,1122,2005,1948,Gd,147000
1309,6,1294,1991,496,1278,1294,1991,1991,Gd,179200
1310,7,1902,1959,567,1902,1902,2002,1959,Ex,335000
1311,7,1274,2005,508,1274,1274,2007,2005,Gd,203000
1312,8,2810,1990,750,1453,1453,1990,1990,Gd,302000
1313,9,2599,1999,779,1393,1422,1999,1999,Gd,333168
1314,4,948,1954,280,948,948,1954,1956,TA,119000
1315,6,2112,1969,576,952,1092,1969,1969,TA,206900
1316,8,1630,2008,860,1622,1630,2008,2008,Ex,295493
1317,7,1352,2006,466,1352,1352,2007,2006,Gd,208900
1318,8,1787,2001,748,1753,1787,2002,2001,Gd,275000
1319,4,948,1954,248,864,948,1954,1954,TA,111000
1320,6,1478,1957,442,1478,1478,1957,1957,TA,156500
1321,3,720,1949,287,0,720,1950,1955,TA,72500
1322,7,1923,1992,564,750,1061,1992,1992,Gd,190000
1323,4,708,1940,0,420,708,1950,1980,Fa,82500
1324,8,1795,2006,895,1795,1795,2007,2007,Gd,147000
1325,4,796,1922,0,796,796,1950,1980,TA,55000
1326,3,774,1931,0,544,774,2006,1980,Gd,79000
1327,5,816,1982,264,816,816,2008,1982,Gd,130500
1328,6,2792,1920,520,1510,1584,1950,1920,TA,256000
1329,7,1632,1998,462,935,955,1998,1998,TA,176500
1330,8,1588,2006,825,1588,1588,2006,2006,Gd,227000
1331,5,954,1976,576,911,954,1976,1976,TA,132500
1332,4,816,1938,288,816,816,1958,1958,TA,100000
1333,5,1360,1938,297,803,803,1995,1951,Gd,125500
1334,5,1365,1970,440,765,765,1970,1970,TA,125000
1335,6,1334,1977,630,1350,1334,1977,1977,TA,167900
1336,5,1656,1973,506,1656,1656,1973,1973,TA,135000
1337,4,693,1941,0,693,693,1950,1980,Fa,52500
1338,7,1861,2002,492,916,920,2002,2002,Gd,200000
1339,5,864,1972,288,864,864,1972,1972,TA,128500
1340,4,872,1971,480,858,872,1971,1974,TA,123000
1341,6,1114,2003,576,1114,1114,2004,2004,Gd,155000
1342,8,2169,2002,647,1284,1284,2002,2002,Gd,228500
1343,6,1913,1928,342,896,1172,1950,1929,TA,177000
1344,7,1456,2006,440,728,728,2006,2006,Gd,155835
1345,4,960,1920,308,960,960,1950,1997,Fa,108500
1346,7,2156,1968,508,1568,2156,2003,1968,TA,262500
1347,8,1776,2006,712,1732,1776,2007,2006,Gd,283463
1348,7,1494,1998,514,1482,1494,1998,1998,Gd,215000
1349,8,2358,1872,0,684,938,1987,1980,TA,122000
1350,5,2634,1969,968,1248,1338,1969,1969,TA,200000
1351,6,1716,1962,490,858,858,1962,1962,TA,171000
1352,6,1176,1937,624,698,786,2000,1999,TA,134900
1353,8,3238,1995,666,2033,2053,1996,1996,Gd,410000
1354,7,1865,2000,839,992,992,2000,2000,Gd,235000
1355,7,1920,1968,487,570,1222,1992,1968,Gd,170000
1356,5,892,1966,264,864,892,1966,1966,TA,110000
1357,5,1078,1971,500,1078,1078,2008,1971,TA,149900
1358,6,1573,2000,440,756,769,2000,2000,Gd,177500
1359,9,1980,2004,770,1980,1980,2005,2004,Ex,315000
1360,5,2601,1921,621,612,990,1998,1998,TA,189000
1361,7,1530,2005,430,1530,1530,2005,2005,Gd,260000
1362,4,1738,1920,368,715,1281,2007,1920,TA,104900
1363,6,1412,2006,432,616,616,2007,2007,Gd,156932
1364,7,1200,2005,480,600,520,2005,2005,Gd,144152
1365,7,1674,2000,663,814,814,2000,2000,Gd,216000
1366,7,1790,1999,588,873,882,1999,1999,Gd,193000
1367,5,1475,1977,336,757,925,1977,1977,TA,127000
1368,6,848,2003,420,848,848,2004,2003,Gd,144000
1369,8,1668,2003,502,1657,1668,2003,2003,Gd,232000
1370,4,1374,1920,338,840,840,1950,1967,TA,105000
1371,6,1661,1955,377,992,1661,1996,1955,Gd,165500
1372,7,2097,1998,583,1108,1108,1998,1998,Gd,274300
1373,10,2633,2001,804,2633,2633,2002,2001,Ex,466500
1374,7,1958,2005,936,1026,1026,2005,2005,Gd,250000
1375,8,1571,2007,722,1571,1571,2007,2007,Gd,239000
1376,6,790,1930,160,768,790,1950,1925,TA,91000
1377,5,1604,1941,660,984,984,1960,1977,TA,117000
1378,6,987,1973,264,483,483,1973,1973,TA,83000
1379,5,1394,2006,400,384,754,2007,2007,Gd,167500
1380,3,864,1914,200,864,864,1950,1938,TA,58500
1381,6,2117,1970,550,1205,2117,1970,1970,TA,237500
1382,7,1762,1920,576,596,998,1950,1989,Gd,157000
1383,5,1416,1918,576,816,1416,2007,2007,Gd,112000
1384,6,1258,1939,280,560,698,1950,1939,TA,105000
1385,4,1154,1922,240,796,796,2007,1922,Gd,125500
1386,7,2784,1978,564,1392,1392,1978,1978,Gd,250000
1387,6,2526,1916,216,714,1664,1950,1916,Gd,136000
1388,9,1746,2006,758,1746,1746,2007,2006,Ex,377500
1389,6,1218,1941,440,735,869,1950,2003,TA,131000
1390,7,1525,2000,541,1525,1525,2000,2000,Gd,235000
1391,5,1584,1967,792,1584,1584,1967,1967,TA,124000
1392,5,900,1967,288,864,900,1967,1967,TA,123000
1393,6,1912,1905,672,482,1221,2000,2003,TA,163000
1394,7,1500,2006,648,1356,1500,2006,2006,Gd,246578
1395,8,2482,2005,642,1094,1133,2006,2005,Gd,281213
1396,5,1687,1948,572,747,1687,1950,1966,TA,160000
1397,5,1513,1920,180,939,939,2004,1933,TA,137500
1398,5,1904,1950,240,1208,1136,1982,1950,TA,138000
1399,6,1608,1925,216,976,1160,1990,1925,Gd,137450
1400,6,1158,1929,208,862,950,1950,1929,TA,120000
